gp_code,village_code,sub_district_code,sub_district_name,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
100496,236324,1285,warisnagar,135,3,2,132,0
99012,245539,1404,naubatpur,1100,1,2,20,20
94577,240028,1343,jagdishpur,5889,2,2,500,20
98652,216558,1016,mainatanr,385,4,2,0,189
96808,222970,1127,kishanganj,713,4,2,300,500
101802,234744,1270,lalganj,875,3,2,560,20
98889,245961,1409,dhanarua,109,4,4,109,20
101948,234690,1268,vaishali,145,4,2,98,9
97904,229456,1212,musahri,2100,4,3,1250,0
98630,216821,1018,lauriya,1327,3,4,1327,0
100119,237117,1299,bibhutpur,2256,1,3,2189,85
101148,219544,1073,runisaidpur,14,4,2,0,14
97043,226045,1165,gwalpara,200,4,3,125,28
94577,240038,1343,jagdishpur,180,4,2,170,0
94577,240043,1343,jagdishpur,175,4,2,170,0
98314,258128,1520,hisua,385,4,2,331,35
96363,249439,1449,mohania,630,4,2,0,50
96198,260259,1537,kako,118,2,2,100,56
100371,236911,1295,sarairanjan,341,4,1,0,0
100399,236408,1286,shivaji_nagar,400,4,2,390,98
95404,226850,1182,singhwara,15,3,2,12,15
94846,247260,1428,jagdishpur,450,4,2,20,0
98412,258426,1524,rajauli,150,3,3,1,0
99352,217926,1041,motihari,1030,4,2,425,50
100130,237144,1299,bibhutpur,995,4,2,900,255
95186,227283,1188,benipur,953,4,2,500,5
95186,227285,1188,benipur,1286,4,2,500,10
100492,236353,1285,warisnagar,566,4,2,400,100
100492,236355,1285,warisnagar,292,4,2,250,50
97687,228951,1206,bochaha,2025,4,2,850,300
100248,236853,1293,mohanpur,350,3,2,0,0
101811,234747,1270,lalganj,150,4,2,120,25
98884,245963,1409,dhanarua,550,4,3,540,0
100261,236887,1294,mohiuddinagar,850,3,2,150,9
100370,236949,1295,sarairanjan,800,4,2,100,400
94741,247571,1432,agiaon,1776,4,2,1315,0
99352,217928,1041,motihari,705,4,2,380,75
101148,219546,1073,runisaidpur,1843,4,2,1500,400
238534,260890,1546,kurtha,500,4,2,500,50
96204,260278,1537,kako,365,3,2,200,0
96809,222947,1127,kishanganj,358,4,2,320,0
100254,236837,1293,mohanpur,4500,3,2,4500,0
94745,247601,1432,agiaon,258,4,2,258,158
96368,249438,1449,mohania,50,3,2,30,0
96908,243667,1369,chanan*,400,3,2,50,70
96035,259960,1534,chakai,63,4,2,52,30
97821,228573,1203,marwan,383,4,2,383,18
96835,222769,1126,kochadhamin,400,3,2,300,0
101562,221399,1110,pipra,1293,4,2,1225,207
97028,225849,1160,ghailarh,888,4,3,888,400
99238,217796,1038,ghorasahan,0,1,4,0,0
97032,226030,1165,gwalpara,320,4,2,100,0
93858,253386,1481,aurangabad,1500,3,4,1200,19
99095,246051,1410,punpun,680,4,3,425,320
95510,256596,1505,bodh_gaya,70,3,2,60,10
96884,222489,1123,thakurganj,100,4,2,90,30
96806,222917,1127,kishanganj,957,4,4,758,67
96806,222916,1127,kishanganj,990,4,2,800,300
101148,219545,1073,runisaidpur,330,4,2,230,70
96806,222920,1127,kishanganj,1010,4,3,80,15
96806,222919,1127,kishanganj,926,4,3,125,35
101940,234665,1268,vaishali,350,4,2,60,5
101714,235079,1273,chehra_kalan,533,4,2,530,40
99307,218226,1047,kesaria,180,3,3,180,2
96941,243724,1370,ramgarh_chowk,305,4,2,205,36
96806,222915,1127,kishanganj,970,4,3,970,5
101652,221409,1111,tribeniganj,189,4,2,100,0
94127,241495,1352,belhar,0,5,4,0,0
100869,243948,1374,sheikhpura,325,4,2,300,25
100382,236968,1295,sarairanjan,600,4,3,450,10
96867,222220,1121,terhagachh,1108,3,2,160,0
96867,222227,1121,terhagachh,1111,3,2,40,0
96867,222217,1121,terhagachh,377,3,2,2,6
101803,234824,1270,lalganj,1232,2,2,545,0
97032,226032,1165,gwalpara,460,4,2,50,0
97032,226033,1165,gwalpara,255,4,2,58,45
95847,229921,1216,bijaipur,278,3,2,3,0
97491,220509,1094,pandaul,350,4,4,0,2
97491,220514,1094,pandaul,50,4,4,0,8
98878,246003,1409,dhanarua,215,4,2,0,60
98878,246005,1409,dhanarua,551,3,2,500,154
98878,246012,1409,dhanarua,156,3,2,75,43
96291,250405,1455,bhagwanpur,155,4,2,130,20
101872,235087,1274,patepur,526,4,2,450,200
96454,224773,1146,balrampur,59,4,2,33,25
97100,226152,1168,puraini,2700,3,2,65,0
97100,226154,1168,puraini,0,4,2,0,0
97100,226155,1168,puraini,60,3,2,13,0
96880,222415,1123,thakurganj,700,4,2,0,200
100925,218929,1062,tariani_chowk,248,2,2,175,78
96454,224812,1146,balrampur,645,4,2,580,120
96454,224771,1146,balrampur,0,4,2,0,0
100283,236724,1291,morwa,3537,4,2,1,10
98540,217372,1028,bettiah,4398,4,2,3200,0
96197,260248,1537,kako,400,4,2,400,5
96142,259297,1533,sono,34,4,2,14,0
96035,259951,1534,chakai,40,4,2,34,4
100485,236340,1285,warisnagar,112,3,2,112,90
100363,236957,1295,sarairanjan,375,3,2,375,25
101563,221377,1110,pipra,1591,4,3,1235,450
100377,236909,1295,sarairanjan,56,4,2,50,5
94127,241478,1352,belhar,0,1,2,0,0
100427,236666,1290,tajpur,360,4,2,360,15
100482,236310,1285,warisnagar,395,2,2,395,25
96074,258925,1530,jhajha,350,4,2,280,35
95105,247805,1435,simri,448,4,2,0,10
95102,247912,1435,simri,5,3,3,0,0
94847,247291,1428,jagdishpur,146,3,2,146,3
95191,227284,1188,benipur,2635,4,2,450,24
100313,236616,1289,pusa,351,3,2,351,75
99136,218159,1045,areraj,686,4,2,600,0
94243,240382,1345,shambhuganj,155,4,2,49,30
94243,240380,1345,shambhuganj,200,4,2,90,30
94243,240405,1345,shambhuganj,123,4,2,100,50
95910,230462,1219,kuchaikote,147,4,2,142,46
96035,259533,1534,chakai,42,4,2,36,11
99245,217791,1038,ghorasahan,922,4,2,623,32
96193,260312,1537,kako,110,3,2,85,10
100396,236440,1286,shivaji_nagar,625,4,2,483,160
100260,236876,1294,mohiuddinagar,223,4,2,18,150
95401,227152,1185,manigachhi,360,4,2,100,0
95401,227149,1185,manigachhi,87,4,2,50,0
95105,247902,1435,simri,171,3,2,0,5
99012,245537,1404,naubatpur,610,4,2,610,5
97746,228661,1204,kanti,101,3,2,101,0
100194,237333,1302,hasanpur,489,4,2,250,50
95923,230485,1219,kuchaikote,800,4,2,115,12
95923,230496,1219,kuchaikote,1450,4,2,130,100
95923,230484,1219,kuchaikote,148,3,2,140,18
96368,249437,1449,mohania,200,3,2,0,0
98989,245869,1408,masaurhi,500,4,2,500,500
96035,259532,1534,chakai,60,4,2,55,2
98308,257897,1518,gobindpur,256,3,2,256,5
101811,234746,1270,lalganj,300,4,2,100,100
100496,236316,1285,warisnagar,741,4,2,20,10
96035,259519,1534,chakai,32,4,2,30,5
96035,259535,1534,chakai,100,4,2,60,12
95305,226732,1181,jale,940,4,2,350,400
98625,216751,1018,lauriya,90,3,2,0,40
96880,222436,1123,thakurganj,80,4,2,0,40
95653,254581,1487,konch,250,3,2,2,10
100402,236436,1286,shivaji_nagar,250,4,2,250,100
94127,241479,1352,belhar,0,5,2,0,0
96350,249152,1448,kudra,107,3,2,107,5
96350,249173,1448,kudra,138,3,2,40,5
100246,236847,1293,mohanpur,1600,4,2,0,0
98710,216714,1017,narkatiaganj,250,4,2,10,8
98710,216713,1017,narkatiaganj,208,4,2,128,60
98710,216712,1017,narkatiaganj,287,4,2,250,10
98710,216711,1017,narkatiaganj,300,4,2,285,19
95269,227511,1190,hanumannagar,2992,4,2,2502,17
95466,255894,1500,banke_bazar,1068,3,3,200,42
101797,234767,1270,lalganj,1043,4,2,1043,0
95699,255086,1491,neem_chak_bathani,267,4,3,230,170
101797,234766,1270,lalganj,1030,4,2,1010,0
100377,236914,1295,sarairanjan,5,4,2,5,0
95656,255297,1494,manpur,250,4,2,25,20
95656,255298,1494,manpur,250,4,2,25,4
100371,236931,1295,sarairanjan,302,4,3,280,0
97040,226067,1165,gwalpara,1020,4,2,85,5
100402,236420,1286,shivaji_nagar,400,4,2,400,100
238528,260857,1546,kurtha,800,4,2,300,2
97727,228613,1204,kanti,580,2,4,250,20
98714,216675,1017,narkatiaganj,268,3,2,251,203
98714,216696,1017,narkatiaganj,200,1,2,192,32
98714,216695,1017,narkatiaganj,155,1,2,112,60
98714,216673,1017,narkatiaganj,242,1,2,122,44
98714,216684,1017,narkatiaganj,257,1,2,239,42
98714,216674,1017,narkatiaganj,184,4,2,180,70
98714,216686,1017,narkatiaganj,82,3,2,75,40
98714,216683,1017,narkatiaganj,80,3,2,65,17
245372,225714,1156,manihari,610,3,2,550,150
100250,236840,1293,mohanpur,1400,3,2,1200,10
100250,236834,1293,mohanpur,1400,3,2,750,20
95961,230569,1220,phulwaria,311,4,2,308,3
99112,245327,1401,sampatchak,497,4,2,335,25
99103,246079,1410,punpun,449,4,2,100,0
95914,230399,1219,kuchaikote,350,4,3,345,11
95914,230374,1219,kuchaikote,194,4,3,190,0
98880,246034,1409,dhanarua,1500,3,2,1500,800
101948,234689,1268,vaishali,461,4,2,461,69
100397,236438,1286,shivaji_nagar,1020,4,2,258,258
101148,219547,1073,runisaidpur,123,4,2,100,50
96871,222236,1121,terhagachh,234,3,2,150,5
93858,253387,1481,aurangabad,50,3,4,40,0
94193,242149,1354,katoria,0,5,4,0,0
94193,242007,1354,katoria,150,3,2,0,8
101908,235810,1279,raghopur,3913,3,3,858,1
101908,235840,1279,raghopur,115,3,2,105,0
99005,246545,1420,mokameh,3125,4,2,1604,0
96035,259869,1534,chakai,30,4,2,29,5
100138,237154,1299,bibhutpur,1400,4,2,980,350
95966,230580,1220,phulwaria,171,3,3,112,45
98883,246019,1409,dhanarua,147,4,2,147,41
95967,230582,1220,phulwaria,372,4,2,250,0
238525,260869,1546,kurtha,615,3,2,90,298
98847,245429,1403,bihta,685,4,2,640,90
99112,245335,1401,sampatchak,308,4,2,225,65
96780,222676,1125,bahadurganj,88,3,4,65,75
100925,218920,1062,tariani_chowk,468,2,2,54,78
96142,259203,1533,sono,34,4,2,19,3
94807,247138,1427,behea,92,4,2,60,60
96035,259518,1534,chakai,150,4,2,125,15
100382,236967,1295,sarairanjan,323,4,2,300,50
99188,217717,1036,narkatia,2202,4,2,2000,0
101171,219105,1066,sonbarsa,624,4,2,374,5
100252,236833,1293,mohanpur,3600,4,2,3200,0
100252,236832,1293,mohanpur,900,4,2,450,0
100478,236371,1285,warisnagar,1505,4,2,534,215
97228,220256,1091,benipatti,681,3,2,250,40
96778,222708,1125,bahadurganj,312,4,2,305,150
96368,249436,1449,mohania,300,3,2,0,0
95274,227517,1190,hanumannagar,394,4,2,195,1
95250,227835,1196,gora_bauram,1069,4,2,712,712
100506,233979,1261,amnour,194,3,2,100,25
99136,218139,1045,areraj,100,4,2,0,0
99300,218239,1047,kesaria,1495,3,3,598,425
238533,260891,1546,kurtha,957,4,2,570,391
100402,236442,1286,shivaji_nagar,350,4,2,350,175
100191,237314,1302,hasanpur,17482,2,2,1400,0
100396,236409,1286,shivaji_nagar,1672,4,2,1530,145
101815,234756,1270,lalganj,227,4,2,203,32
98760,217239,1026,sikta,1510,3,2,150,80
98760,217251,1026,sikta,620,3,2,150,150
98760,217252,1026,sikta,620,3,2,150,90
98760,217253,1026,sikta,105,3,2,50,40
101216,232400,1243,andar,512,4,2,270,15
100716,233857,1260,marhaura,300,2,3,200,10
100716,233862,1260,marhaura,4550,3,3,50,10
100716,233860,1260,marhaura,4550,3,3,50,10
100716,233854,1260,marhaura,1200,3,3,50,10
100716,233864,1260,marhaura,8000,3,3,0,10
100716,233859,1260,marhaura,8000,3,3,700,46
100716,233855,1260,marhaura,4550,3,2,50,10
100716,233856,1260,marhaura,4550,3,2,50,0
100716,233863,1260,marhaura,4550,3,3,50,10
100716,233861,1260,marhaura,8000,4,3,700,46
100716,233858,1260,marhaura,8000,4,3,700,46
96232,260357,1538,modanganj,1080,3,2,700,8
99308,218212,1047,kesaria,856,4,2,787,435
101803,234768,1270,lalganj,511,3,2,142,25
96350,249155,1448,kudra,120,3,2,30,5
100246,236829,1293,mohanpur,0,5,4,0,0
100246,236848,1293,mohanpur,500,4,2,0,0
95653,254554,1487,konch,80,2,2,0,0
98712,216597,1017,narkatiaganj,625,3,2,360,50
98645,216516,1016,mainatanr,1075,3,2,125,0
93943,252831,1477,haspura,601,4,3,523,0
94821,247471,1430,charpokhari,1728,4,2,180,50
94821,247464,1430,charpokhari,2900,4,2,190,100
96809,222934,1127,kishanganj,319,4,3,230,36
101797,234825,1270,lalganj,1045,3,2,1045,0
97908,229392,1212,musahri,552,4,2,497,188
100902,218773,1058,purnahiya,3003,4,2,1500,0
98015,228493,1202,saraiya,830,3,2,38,0
96228,260516,1540,makhdumpur,6000,4,2,800,100
95431,227192,1186,tardih,2436,4,2,320,18
101940,234663,1268,vaishali,1000,4,2,500,100
98731,217461,1030,nautan,150,3,2,140,0
95271,227498,1190,hanumannagar,600,3,2,30,40
95018,248067,1438,chaugain,442,4,2,200,50
100245,236838,1293,mohanpur,4200,4,2,90,50
100371,236912,1295,sarairanjan,6,4,2,0,0
96142,259195,1533,sono,57,4,2,34,2
96361,249387,1449,mohania,0,5,4,0,0
100148,237392,1303,bithan,3410,3,2,700,100
100492,236354,1285,warisnagar,70,4,2,45,30
96867,222221,1121,terhagachh,130,3,2,15,5
96867,222226,1121,terhagachh,40,3,2,0,0
97876,228151,1200,baruraj_(motipur),5000,3,2,2000,1000
95378,227949,1198,kusheshwar_asthan_purbi,302,4,4,300,198
98308,257898,1518,gobindpur,514,3,2,514,0
98308,257866,1518,gobindpur,142,3,2,142,5
100412,237212,1301,singhia,532,4,4,500,0
100134,237125,1299,bibhutpur,16100,3,2,1250,25
100134,237126,1299,bibhutpur,1650,3,2,230,30
95361,227896,1197,kusheshwar_asthan,1015,4,2,230,40
95361,227903,1197,kusheshwar_asthan,150,3,2,25,0
95361,227895,1197,kusheshwar_asthan,60,5,2,0,0
100139,237129,1299,bibhutpur,3228,4,3,2500,700
99792,250889,1458,dinara,473,3,4,15,0
99294,218218,1047,kesaria,1202,3,2,1202,0
96368,249451,1449,mohania,0,5,4,0,0
95032,248151,1440,dumraon,519,4,2,476,185
101948,234692,1268,vaishali,256,4,2,245,8
98895,245972,1409,dhanarua,0,5,4,0,0
94576,240065,1343,jagdishpur,6,2,4,0,0
101851,235350,1275,mahua,120,4,2,116,25
96940,243721,1370,ramgarh_chowk,388,3,2,339,0
100477,236990,1296,vidyapati_nagar,268,4,2,200,200
98847,245421,1403,bihta,96,4,2,95,22
98630,216824,1018,lauriya,1332,3,4,1332,0
96871,222238,1121,terhagachh,280,3,4,170,12
99136,218158,1045,areraj,105,4,2,0,0
100480,236368,1285,warisnagar,2120,4,2,2120,120
100382,236969,1295,sarairanjan,519,4,2,450,100
96193,260311,1537,kako,57,4,2,42,35
100399,236407,1286,shivaji_nagar,292,4,2,290,92
100176,237292,1302,hasanpur,6054,4,4,4536,452
100138,237153,1299,bibhutpur,1250,4,2,1050,350
94150,241924,1353,chanan,258,4,2,45,50
94982,247995,1437,barhampur,200,3,2,200,50
101916,235548,1277,raja_pakar,395,4,2,395,0
101454,231343,1230,siwan,892,3,2,105,0
98895,245974,1409,dhanarua,233,3,2,153,60
98895,245975,1409,dhanarua,240,3,2,200,50
98895,245973,1409,dhanarua,535,4,2,352,100
99245,217790,1038,ghorasahan,908,4,2,556,54
100052,226319,1172,satar_kataiya,3607,4,2,2285,38
238519,260783,1544,karpi,510,3,2,150,100
98886,245945,1409,dhanarua,578,4,4,570,35
95095,247857,1435,simri,542,3,2,312,4
94234,240521,1345,shambhuganj,293,4,3,265,0
95313,226727,1181,jale,1741,4,2,1456,245
99183,217718,1036,narkatia,1308,4,2,1000,150
99183,217720,1036,narkatia,350,4,2,300,50
97036,226037,1165,gwalpara,985,4,3,648,25
100380,236946,1295,sarairanjan,1200,4,2,600,20
98880,245959,1409,dhanarua,200,3,2,50,0
100281,236735,1291,morwa,790,4,2,790,460
100925,218922,1062,tariani_chowk,115,2,2,85,67
100186,237318,1302,hasanpur,824,3,2,250,75
96862,222284,1121,terhagachh,251,4,2,124,82
99136,218140,1045,areraj,80,4,2,0,0
101008,219688,1076,charaut,3500,3,2,0,2
93858,253391,1481,aurangabad,500,3,4,445,0
101872,235086,1274,patepur,500,4,2,300,50
101129,219511,1073,runisaidpur,1466,3,2,1466,100
96368,249442,1449,mohania,0,5,4,0,0
97723,229189,1209,gaighat,400,4,2,365,225
96350,249170,1448,kudra,33,3,2,0,2
96809,222918,1127,kishanganj,2418,4,3,1800,120
98473,216933,1019,bagaha,600,4,2,580,10
95681,257243,1509,mohanpur,1400,2,4,300,50
101564,221378,1110,pipra,2436,4,2,1828,225
100175,237324,1302,hasanpur,90,4,2,90,80
100175,237334,1302,hasanpur,150,4,2,90,20
96940,243720,1370,ramgarh_chowk,1206,3,2,752,0
100322,237204,1300,rosera,805,3,3,715,12
96312,249708,1451,chand,30,4,2,30,12
101881,235166,1274,patepur,185,4,2,169,58
97410,220044,1086,laukahi,6105,4,2,3600,0
100280,236761,1291,morwa,490,4,2,482,0
96314,249728,1451,chand,104,4,2,80,10
238535,260907,1546,kurtha,780,4,4,0,0
100251,236840,1293,mohanpur,500,3,2,500,17
100391,236415,1286,shivaji_nagar,912,4,3,225,0
101953,234613,1268,vaishali,500,4,2,380,15
95417,226782,1182,singhwara,345,4,2,172,0
95371,227944,1198,kusheshwar_asthan_purbi,720,4,2,720,110
95371,227943,1198,kusheshwar_asthan_purbi,760,4,2,420,84
96871,222214,1121,terhagachh,190,2,4,130,12
97833,228750,1205,minapur,488,4,2,152,8
97833,228751,1205,minapur,405,4,2,405,2
97833,228731,1205,minapur,725,4,2,600,0
97833,228740,1205,minapur,262,4,2,262,0
97833,228739,1205,minapur,463,4,2,320,0
97833,228738,1205,minapur,439,4,2,320,0
95963,230498,1220,phulwaria,633,4,3,103,3
95963,230506,1220,phulwaria,407,4,1,120,5
100291,236775,1292,patori,300,4,2,0,0
96862,222283,1121,terhagachh,0,5,4,0,0
98771,217249,1026,sikta,637,4,4,300,50
98771,217254,1026,sikta,765,4,4,350,70
98771,217250,1026,sikta,1076,4,2,540,200
98503,216067,1013,sidhaw,507,1,2,460,360
98503,216068,1013,sidhaw,298,4,2,90,90
98503,216069,1013,sidhaw,448,4,2,220,320
98503,216061,1013,sidhaw,245,3,2,90,50
98503,216066,1013,sidhaw,230,3,2,100,130
98503,216065,1013,sidhaw,254,3,2,91,230
98503,216064,1013,sidhaw,0,3,4,0,0
101805,234787,1270,lalganj,519,3,2,415,253
99298,218210,1047,kesaria,539,3,2,403,0
100925,218923,1062,tariani_chowk,75,2,2,65,58
99238,217798,1038,ghorasahan,600,1,4,300,0
97112,225905,1162,shankarpur,3965,4,3,1200,1200
98688,216679,1017,narkatiaganj,300,3,2,50,0
98688,216678,1017,narkatiaganj,120,2,2,33,50
98688,216677,1017,narkatiaganj,0,5,4,0,0
98688,216664,1017,narkatiaganj,1000,2,2,100,100
98688,216682,1017,narkatiaganj,1300,3,2,200,100
98688,216676,1017,narkatiaganj,600,3,2,200,100
98497,216038,1013,sidhaw,1000,3,2,800,88
98156,244757,1390,hilsa,507,4,3,334,0
98625,216761,1018,lauriya,760,3,2,0,150
101797,234764,1270,lalganj,1020,4,2,980,0
98880,246032,1409,dhanarua,600,3,2,600,70
93858,253468,1481,aurangabad,60,3,4,50,0
100178,237294,1302,hasanpur,1091,3,2,972,385
94745,247599,1432,agiaon,262,4,2,260,150
99820,251651,1467,kargahar,102,4,2,98,22
97724,229185,1209,gaighat,437,4,2,386,120
101340,232184,1241,guthani,600,1,2,20,90
95379,227940,1198,kusheshwar_asthan_purbi,1200,4,3,1200,250
94887,247351,1429,piro,210,4,2,10,100
97935,228279,1201,paroo,2,3,2,2,2
97935,228270,1201,paroo,2,3,2,2,2
97935,228273,1201,paroo,2,3,2,2,1
97935,228274,1201,paroo,125,2,2,6,5
98880,245960,1409,dhanarua,350,4,2,16,300
98476,216960,1019,bagaha,0,5,4,0,0
95377,227937,1198,kusheshwar_asthan_purbi,940,4,2,860,320
97867,228086,1200,baruraj_(motipur),664,3,2,300,25
96871,222231,1121,terhagachh,228,3,4,150,150
101695,235895,1280,bidupur,1235,4,2,1109,0
95191,227290,1188,benipur,385,4,2,385,20
96202,260274,1537,kako,250,2,4,0,0
100948,219672,1075,bajpatti,3958,4,3,300,0
100948,219671,1075,bajpatti,935,4,2,150,200
100902,218772,1058,purnahiya,161,4,2,112,15
101340,232240,1241,guthani,925,1,2,100,300
97043,226042,1165,gwalpara,202,3,2,100,0
97735,228645,1204,kanti,725,3,2,370,25
96183,260150,1536,jehanabad,150,4,2,150,15
95057,248890,1445,nawanagar,250,3,2,220,30
99093,246131,1410,punpun,146,4,2,146,44
100349,236549,1288,samastipur,1098,4,2,1098,112
98731,217430,1030,nautan,153,4,2,55,0
96862,222278,1121,terhagachh,167,3,4,55,67
96862,222282,1121,terhagachh,393,3,2,56,0
96862,222285,1121,terhagachh,650,3,2,84,80
95994,230775,1222,uchkagaon,1425,3,2,130,810
100126,237147,1299,bibhutpur,400,4,3,400,150
100892,218804,1059,piprarhi,1287,2,2,575,52
93660,221873,1116,araria,119,3,2,95,95
98421,258376,1524,rajauli,2500,3,2,20,0
97867,228084,1200,baruraj_(motipur),477,1,2,80,30
95659,255244,1494,manpur,320,4,2,225,300
97736,228647,1204,kanti,276,4,2,75,10
97736,228643,1204,kanti,265,4,2,75,10
97736,228652,1204,kanti,1784,4,2,88,10
97736,228654,1204,kanti,845,4,2,80,20
100412,237224,1301,singhia,600,4,2,500,0
100412,237213,1301,singhia,505,4,2,500,0
100667,233519,1256,jalalpur,350,4,2,350,10
95207,227679,1193,biraul,262,4,2,225,40
98880,245958,1409,dhanarua,200,3,2,140,5
100364,236938,1295,sarairanjan,300,4,2,0,0
95092,247926,1435,simri,400,2,2,100,300
98884,245965,1409,dhanarua,0,5,4,0,0
100280,236768,1291,morwa,330,4,2,262,0
95376,227935,1198,kusheshwar_asthan_purbi,3500,4,2,3200,1000
95906,230341,1219,kuchaikote,15,3,2,10,2
100206,236170,1284,kalyanpur,492,4,2,492,0
96538,224460,1145,kadwa,50,4,2,50,10
95379,227939,1198,kusheshwar_asthan_purbi,1200,4,3,1200,25
100326,237193,1300,rosera,965,4,3,122,42
100397,236430,1286,shivaji_nagar,806,4,2,100,10
100291,236776,1292,patori,5,4,2,5,2
99109,245300,1401,sampatchak,325,4,2,130,15
101454,231345,1230,siwan,560,3,2,420,30
97055,225952,1163,kumarkhand,301,3,2,0,5
101541,221279,1108,marauna,1589,4,2,300,90
97867,228085,1200,baruraj_(motipur),500,4,2,105,0
97410,220031,1086,laukahi,985,4,2,652,8
96207,260283,1537,kako,203,3,2,35,20
100247,236831,1293,mohanpur,3560,4,2,3560,0
100247,236830,1293,mohanpur,195,4,2,195,0
98880,246035,1409,dhanarua,800,3,2,800,400
97054,225949,1163,kumarkhand,330,4,2,175,0
96871,222239,1121,terhagachh,580,3,4,400,20
97054,225973,1163,kumarkhand,745,4,2,548,175
97738,228678,1204,kanti,325,3,2,325,50
96368,249447,1449,mohania,0,5,4,0,0
97708,229192,1209,gaighat,1242,4,3,1200,170
95374,227928,1198,kusheshwar_asthan_purbi,3500,4,2,500,1500
95093,247801,1435,simri,255,3,2,0,0
95093,247934,1435,simri,1,4,4,0,1
95093,247942,1435,simri,1,4,4,0,0
94221,240827,1347,rajaun,0,5,4,0,0
97771,229555,1213,kurhani,635,4,4,44,6
95734,254714,1488,tikari,64,2,2,60,15
95377,227938,1198,kusheshwar_asthan_purbi,650,4,2,550,180
97867,228088,1200,baruraj_(motipur),1200,1,2,188,0
98156,244756,1390,hilsa,1080,4,3,1080,600
94127,241484,1352,belhar,0,5,2,0,0
98886,245944,1409,dhanarua,70,4,4,63,10
98886,245943,1409,dhanarua,109,4,4,96,17
100438,237071,1298,ujiarpur,2658,3,2,855,0
96724,238613,1323,khagaria,360,4,2,250,10
101570,221395,1110,pipra,10000,4,2,200,200
101570,221391,1110,pipra,4020,4,2,520,25
101570,221396,1110,pipra,27,4,3,23,3
99306,218222,1047,kesaria,289,3,3,220,69
95098,247887,1435,simri,509,4,2,500,459
100466,236995,1296,vidyapati_nagar,218,4,2,120,0
100286,236767,1291,morwa,700,4,2,700,100
101797,234765,1270,lalganj,1012,4,2,700,0
100152,237374,1303,bithan,400,4,2,320,10
98883,246024,1409,dhanarua,120,4,2,120,50
100479,236360,1285,warisnagar,1457,4,2,1000,300
97419,220895,1100,madhepur,2107,3,2,1475,1000
94127,241485,1352,belhar,0,5,2,0,0
95184,227273,1188,benipur,5246,4,2,1000,20
95150,227599,1192,baheri,1075,4,2,1024,205
244404,929532,1047,kesaria,258,4,3,200,0
98122,245125,1396,giriak,817,4,2,817,0
100285,236713,1291,morwa,340,4,2,340,0
100657,233522,1256,jalalpur,1500,4,2,1115,100
100389,236443,1286,shivaji_nagar,3251,4,3,3025,1020
96851,222544,1124,pothia,425,3,2,200,110
96363,249374,1449,mohania,420,4,2,220,22
97813,228535,1203,marwan,551,4,2,551,43
97813,228530,1203,marwan,267,4,2,0,30
95377,227954,1198,kusheshwar_asthan_purbi,420,4,2,250,185
94854,246917,1424,koilwar,2010,4,2,610,0
94854,246932,1424,koilwar,466,4,2,420,0
94854,246933,1424,koilwar,220,4,2,210,0
94854,246916,1424,koilwar,170,3,2,120,0
97054,225970,1163,kumarkhand,195,4,2,195,20
95841,229932,1216,bijaipur,670,4,2,600,30
95379,227951,1198,kusheshwar_asthan_purbi,1200,4,3,800,25
95371,227945,1198,kusheshwar_asthan_purbi,135,4,2,116,12
95098,247886,1435,simri,1150,4,2,1100,50
97043,226044,1165,gwalpara,197,4,2,93,0
98897,245226,1399,dinapur-cum-khagaul,1605,4,2,1599,789
101454,231342,1230,siwan,356,4,2,40,0
244472,218197,1046,sangrampur,1276,4,2,1243,27
95372,227920,1198,kusheshwar_asthan_purbi,455,4,2,380,190
95279,227514,1190,hanumannagar,815,4,2,770,150
95279,227493,1190,hanumannagar,1167,4,2,1167,35
100181,237261,1302,hasanpur,850,3,3,240,0
97762,229153,1208,katra,468,3,2,468,67
97762,229152,1208,katra,3,3,2,0,0
97762,229155,1208,katra,2242,3,2,1627,408
94748,247581,1432,agiaon,120,4,2,120,50
97762,229158,1208,katra,869,3,2,479,476
97055,225951,1163,kumarkhand,325,3,2,0,20
96198,260258,1537,kako,67,4,2,67,10
100918,218931,1062,tariani_chowk,550,4,2,300,150
98625,216752,1018,lauriya,500,3,2,0,60
100424,236662,1290,tajpur,5,4,2,5,0
95659,255275,1494,manpur,150,4,2,0,22
95191,227287,1188,benipur,405,4,2,380,24
95659,255245,1494,manpur,75,4,2,32,22
100394,236428,1286,shivaji_nagar,2350,4,3,1135,0
97727,228614,1204,kanti,210,2,4,120,20
96043,259063,1531,gidhaur,270,4,2,80,0
96043,259066,1531,gidhaur,2400,4,2,750,0
96043,259064,1531,gidhaur,400,4,2,150,0
95309,226738,1181,jale,700,4,2,300,116
98026,228490,1202,saraiya,1170,4,2,710,58
97228,220252,1091,benipatti,846,3,2,100,30
100402,236421,1286,shivaji_nagar,360,4,2,350,150
97036,226035,1165,gwalpara,198,4,2,0,0
101720,235061,1273,chehra_kalan,500,4,2,435,0
101185,218997,1064,suppi,1800,4,2,1500,0
100364,236941,1295,sarairanjan,3500,4,4,0,0
98652,216555,1016,mainatanr,139,4,2,40,120
94745,247549,1432,agiaon,133,4,3,133,20
94745,247546,1432,agiaon,160,4,3,130,0
94745,247600,1432,agiaon,201,4,3,201,45
